,NP-chunks
The_Thing_3,"[('the', 'DT'), ('tension', 'NN')]"
The_Thing_3,"[('suspense', 'NN')]"
The_Thing_3,"[('the', 'DT'), ('explosive', 'JJ'), ('finale', 'NN')]"
The_Thing_3,"[('the', 'DT'), ('viewer', 'NN')]"
The_Thing_3,"[('the', 'DT'), ('same', 'JJ'), ('sense', 'NN')]"
The_Thing_3,"[('horror', 'NN')]"
The_Thing_3,"[('everyone', 'NN')]"
The_Thing_3,"[('this', 'DT'), ('needs', 'NN')]"
The_Thing_3,"[('anyone', 'NN')]"
The_Thing_3,"[('interest', 'NN')]"
The_Thing_3,"[('horror', 'NN')]"
The_Thing_3,"[('creature', 'NN')]"
The_Thing_3,"[('a', 'DT'), ('keen', 'JJ'), ('interest', 'NN')]"
The_Thing_3,"[('cinema', 'JJ'), ('history', 'NN')]"
The_Thing_3,"[('a', 'DT'), ('whole', 'NN')]"
The_Thing_4,"[('Remake', 'NN')]"
The_Thing_4,"[('The', 'DT'), ('Thing', 'NNP'), ('From', 'NNP'), ('Another', 'NNP'), ('World', 'NNP')]"
The_Thing_4,"[('station', 'NN')]"
The_Thing_4,"[('Antartica', 'NNP')]"
The_Thing_4,"[('a', 'DT'), ('thing', 'NN')]"
The_Thing_4,"[('outer', 'NN')]"
The_Thing_4,"[('space', 'NN')]"
The_Thing_4,"[('a', 'DT'), ('dog', 'NN')]"
The_Thing_4,"[('a', 'DT'), ('chance', 'NN')]"
The_Thing_4,"[('nobody', 'NN')]"
The_Thing_4,"[('anyone', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('radio', 'NN')]"
The_Thing_4,"[('helicopter', 'NN')]"
The_Thing_4,"[('likewise', 'NN')]"
The_Thing_4,"[('film', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('thing', 'NN')]"
The_Thing_4,"[('super', 'JJ'), ('human', 'JJ'), ('monster', 'NN')]"
The_Thing_4,"[('That', 'DT'), ('movie', 'NN')]"
The_Thing_4,"[('This', 'DT'), ('one', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('source', 'NN')]"
The_Thing_4,"[('material', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('novelette', 'NN')]"
The_Thing_4,"[('Goes', 'NNP')]"
The_Thing_4,"[('a', 'DT'), ('different', 'JJ'), ('way', 'NN')]"
The_Thing_4,"[('The', 'DT'), ('movie', 'NN')]"
The_Thing_4,"[('Ennio', 'NNP'), ('Morricone', 'NNP')]"
The_Thing_4,"[('eerie', 'JJ'), ('score', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('right', 'JJ'), ('tone', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('Thing', 'NNP')]"
The_Thing_4,"[('the', 'DT'), ('amount', 'NN')]"
The_Thing_4,"[('gore', 'NN')]"
The_Thing_4,"[('blood', 'NN')]"
The_Thing_4,"[('body', 'NN')]"
The_Thing_4,"[('detach', 'NN')]"
The_Thing_4,"[('man', 'NN')]"
The_Thing_4,"[('face', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('Thing', 'NNP')]"
The_Thing_4,"[('The', 'DT'), ('gore', 'NN')]"
The_Thing_4,"[('STRONG', 'NNP')]"
The_Thing_4,"[('real', 'NN')]"
The_Thing_4,"[('nightmare', 'JJ'), ('material', 'NN')]"
The_Thing_4,"[('Rob', 'NNP'), ('Bottin', 'NNP')]"
The_Thing_4,"[('this', 'DT'), ('picture', 'NN')]"
The_Thing_4,"[('an', 'DT'), ('R', 'NNP')]"
The_Thing_4,"[('rating', 'NN')]"
The_Thing_4,"[('creepy', 'JJ'), ('feel', 'NN')]"
The_Thing_4,"[('gore', 'JJ'), ('aside', 'NN')]"
The_Thing_4,"[('Carpenter', 'NNP')]"
The_Thing_4,"[('direction', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('score', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('tension', 'NN')]"
The_Thing_4,"[('complaint', 'NN')]"
The_Thing_4,"[('no', 'DT'), ('one', 'NN')]"
The_Thing_4,"[('any', 'DT'), ('distinctive', 'JJ'), ('personality', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('movie', 'NN')]"
The_Thing_4,"[('commercial', 'JJ'), ('disaster', 'NN')]"
The_Thing_4,"[('E.T', 'NNP')]"
The_Thing_4,"[('MANY', 'NNP')]"
The_Thing_4,"[('the', 'DT'), ('amount', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('movie', 'NN')]"
The_Thing_4,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_4,"[('a', 'DT'), ('date', 'JJ'), ('film', 'NN')]"
The_Thing_4,"[('An', 'DT'), ('amusing', 'JJ'), ('note', 'NN')]"
The_Thing_4,"[('Universal', 'NNP')]"
The_Thing_4,"[('a', 'DT'), ('note', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_4,"[('theatre', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_4,"[('an', 'DT'), ('auditorium', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('rest', 'NN')]"
The_Thing_4,"[('rooms', 'NN')]"
The_Thing_4,"[('the', 'DT'), ('violence', 'NN')]"
The_Thing_4,"[('a', 'DT'), ('facility', 'NN')]"
The_Thing_5,"[('watch', 'NN')]"
The_Thing_5,"[('TV', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('crap', 'NN')]"
The_Thing_5,"[('myself', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('impressionable', 'JJ'), ('age', 'NN')]"
The_Thing_5,"[('thereafter', 'NN')]"
The_Thing_5,"[('a', 'DT'), ('life', 'NN')]"
The_Thing_5,"[('horror', 'NN')]"
The_Thing_5,"[('movie', 'NN')]"
The_Thing_5,"[('obsession', 'NN')]"
The_Thing_5,"[('a', 'DT'), ('GREAT', 'NNP')]"
The_Thing_5,"[('movie', 'NN')]"
The_Thing_5,"[('proof', 'NN')]"
The_Thing_5,"[('CGI', 'NNP')]"
The_Thing_5,"[('Set', 'NNP')]"
The_Thing_5,"[('an', 'DT'), ('isolated', 'JJ'), ('base', 'NN')]"
The_Thing_5,"[('Antarctica', 'NNP')]"
The_Thing_5,"[('this', 'DT'), ('version', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('original', 'JJ'), ('version', 'NN')]"
The_Thing_5,"[('The', 'DT'), ('Thing', 'NNP'), ('From', 'NNP'), ('Another', 'NNP'), ('World', 'NNP')]"
The_Thing_5,"[('a', 'DT'), ('decimated', 'JJ'), ('Norwegian', 'NN')]"
The_Thing_5,"[('base', 'NN')]"
The_Thing_5,"[('Everyone', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('half', 'NN')]"
The_Thing_5,"[('some', 'DT'), ('unidentifiable', 'JJ'), ('thing', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('compound', 'NN')]"
The_Thing_5,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_5,"[('the', 'DT'), ('American', 'JJ'), ('base', 'NN')]"
The_Thing_5,"[('lethal', 'NN')]"
The_Thing_5,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_5,"[('anyone', 'NN')]"
The_Thing_5,"[('anything', 'NN')]"
The_Thing_5,"[('Its', 'NNP')]"
The_Thing_5,"[('path', 'NN')]"
The_Thing_5,"[('Itself', 'NNP')]"
The_Thing_5,"[('The', 'DT'), ('film', 'NN')]"
The_Thing_5,"[('a', 'DT'), ('brilliant', 'JJ'), ('paranoia', 'NN')]"
The_Thing_5,"[('piece', 'NN')]"
The_Thing_5,"[('Everyone', 'NN')]"
The_Thing_5,"[('anyone', 'NN')]"
The_Thing_5,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_5,"[('no', 'DT'), ('one', 'NN')]"
The_Thing_5,"[('anyone', 'NN')]"
The_Thing_5,"[('Gone', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('strength', 'NN')]"
The_Thing_5,"[('security', 'NN')]"
The_Thing_5,"[('band', 'NN')]"
The_Thing_5,"[('spite', 'NN')]"
The_Thing_5,"[('a', 'DT'), ('monster', 'NN')]"
The_Thing_5,"[('The', 'DT'), ('group', 'NN')]"
The_Thing_5,"[('supreme', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('Thing', 'NNP')]"
The_Thing_5,"[('The', 'DT'), ('gore', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('dogs', 'NN')]"
The_Thing_5,"[('head', 'NN')]"
The_Thing_5,"[('a', 'DT'), ('banana', 'NN')]"
The_Thing_5,"[('peel', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('animal', 'JJ'), ('lover', 'NN')]"
The_Thing_5,"[('picky', 'NN')]"
The_Thing_5,"[('kill', 'NN')]"
The_Thing_5,"[('Sanity', 'NN')]"
The_Thing_5,"[('reason', 'NN')]"
The_Thing_5,"[('disintegrate', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('shapeshifting', 'NN')]"
The_Thing_5,"[('alien', 'NN')]"
The_Thing_5,"[('The', 'DT'), ('power', 'NN')]"
The_Thing_5,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_5,"[('paranoia', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('original', 'JJ'), ('version', 'NN')]"
The_Thing_5,"[('this', 'DT'), ('one', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('real', 'JJ'), ('threat', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('fact', 'NN')]"
The_Thing_5,"[('hiding', 'NN')]"
The_Thing_5,"[('wrath', 'NN')]"
The_Thing_5,"[('Carpenters', 'NNP')]"
The_Thing_5,"[('The', 'DT'), ('Fog', 'NNP')]"
The_Thing_5,"[('Halloween', 'NNP')]"
The_Thing_5,"[('own', 'JJ'), ('main', 'JJ'), ('character', 'NN')]"
The_Thing_5,"[('This', 'DT'), ('film', 'NN')]"
The_Thing_5,"[('something', 'NN')]"
The_Thing_5,"[('any', 'DT'), ('lover', 'NN')]"
The_Thing_5,"[('the', 'DT'), ('horror', 'NN')]"
The_Thing_5,"[('genre', 'NN')]"
The_Thing_5,"[('Do', 'NNP')]"
The_Thing_6,"[('Antarctica', 'NNP')]"
The_Thing_6,"[('winter', 'NN')]"
The_Thing_6,"[('The', 'DT'), ('team', 'NN')]"
The_Thing_6,"[('an', 'DT'), ('American', 'JJ'), ('research', 'NN')]"
The_Thing_6,"[('base', 'NN')]"
The_Thing_6,"[('a', 'DT'), ('couple', 'NN')]"
The_Thing_6,"[('mad', 'NN')]"
The_Thing_6,"[('Norwegians', 'NNP')]"
The_Thing_6,"[('a', 'DT'), ('dog', 'NN')]"
The_Thing_6,"[('a', 'DT'), ('helicopter', 'NN')]"
The_Thing_6,"[('nothing', 'NN')]"
The_Thing_6,"[('a', 'DT'), ('dog', 'NN')]"
The_Thing_6,"[('a', 'DT'), ('couple', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('beginning', 'NN')]"
The_Thing_6,"[('horror/thriller', 'NN')]"
The_Thing_6,"[('film', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('end', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('tense', 'NN')]"
The_Thing_6,"[('paranoid', 'JJ'), ('mood', 'NN')]"
The_Thing_6,"[('Helpless', 'NNP')]"
The_Thing_6,"[('no-mans', 'JJ'), ('land', 'NN')]"
The_Thing_6,"[('Ennio', 'NNP'), ('Morricone', 'NNP')]"
The_Thing_6,"[('a', 'DT'), ('Razzie', 'NNP'), ('Award', 'NNP')]"
The_Thing_6,"[('score', 'NN')]"
The_Thing_6,"[('score', 'NN')]"
The_Thing_6,"[('creepy', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('right', 'NN')]"
The_Thing_6,"[('mood', 'NN')]"
The_Thing_6,"[('The', 'DT'), ('acting', 'NN')]"
The_Thing_6,"[('performance', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('dog', 'NN')]"
The_Thing_6,"[('Russell', 'NNP')]"
The_Thing_6,"[('nothing', 'NN')]"
The_Thing_6,"[('Well', 'NNP')]"
The_Thing_6,"[('Rob', 'NNP'), ('Bottin', 'NNP')]"
The_Thing_6,"[('a', 'DT'), ('great', 'JJ'), ('job', 'NN')]"
The_Thing_6,"[('witch', 'NN')]"
The_Thing_6,"[('today', 'NN')]"
The_Thing_6,"[('a', 'DT'), ('milestone', 'NN')]"
The_Thing_6,"[('makeup', 'NN')]"
The_Thing_6,"[('The', 'DT'), ('movie', 'NN')]"
The_Thing_6,"[('a', 'DT'), ('big', 'JJ'), ('response', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('big', 'JJ'), ('screen', 'NN')]"
The_Thing_6,"[('other', 'JJ'), ('alien', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('time', 'NN')]"
The_Thing_6,"[('fact', 'NN')]"
The_Thing_6,"[('an', 'DT'), ('unknown', 'JJ'), ('movie', 'NN')]"
The_Thing_6,"[('Nobody', 'NNP')]"
The_Thing_6,"[('heard', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('movie', 'NN')]"
The_Thing_6,"[('twenty', 'NN')]"
The_Thing_6,"[('a', 'DT'), ('cult', 'NN')]"
The_Thing_6,"[('film', 'NN')]"
The_Thing_6,"[('video', 'NN')]"
The_Thing_6,"[('DVD', 'NNP')]"
The_Thing_6,"[('a', 'DT'), ('long', 'JJ'), ('time', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('haircut', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('movie', 'NN')]"
The_Thing_6,"[('date', 'NN')]"
The_Thing_6,"[('This', 'DT'), ('movie', 'NN')]"
The_Thing_6,"[('a', 'DT'), ('classic', 'NN')]"
The_Thing_6,"[('The', 'DT'), ('movie', 'NN')]"
The_Thing_6,"[('favorite', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('first', 'JJ'), ('time', 'NN')]"
The_Thing_6,"[('the', 'DT'), ('only', 'JJ'), ('thing', 'NN')]"
The_Thing_6,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_6,"[('MacReady', 'NNP')]"
The_Thing_6,"[('the', 'DT'), ('Norwegians', 'NNP')]"
The_Thing_6,"[('swedes', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_7,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_7,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_7,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_7,"[('today', 'NN')]"
The_Thing_7,"[('cult', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('audience', 'NN')]"
The_Thing_7,"[('Steven', 'NNP'), ('Spielberg', 'NNP')]"
The_Thing_7,"[('extra', 'JJ'), ('terrestrial', 'JJ'), ('adventure', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('sweet', 'JJ'), ('alien', 'NN')]"
The_Thing_7,"[('home', 'NN')]"
The_Thing_7,"[('world', 'NN')]"
The_Thing_7,"[('wide', 'NN')]"
The_Thing_7,"[('historic', 'JJ'), ('box', 'NN')]"
The_Thing_7,"[('office', 'NN')]"
The_Thing_7,"[('rampage', 'NN')]"
The_Thing_7,"[('impact', 'NN')]"
The_Thing_7,"[('anything', 'NN')]"
The_Thing_7,"[('else', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('fate', 'NN')]"
The_Thing_7,"[('Carpenter', 'NNP')]"
The_Thing_7,"[('first', 'JJ'), ('big', 'JJ'), ('studio', 'NN')]"
The_Thing_7,"[('effort', 'NN')]"
The_Thing_7,"[('Universal', 'NNP'), ('Pictures', 'NNP')]"
The_Thing_7,"[('Nobody', 'NN')]"
The_Thing_7,"[('anything', 'NN')]"
The_Thing_7,"[('gory', 'NN')]"
The_Thing_7,"[('this', 'DT'), ('genuine', 'NN')]"
The_Thing_7,"[('remake', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('time', 'NN')]"
The_Thing_7,"[('E.T', 'NNP')]"
The_Thing_7,"[('great', 'JJ'), ('movie', 'NN')]"
The_Thing_7,"[('history', 'NN')]"
The_Thing_7,"[('trivia', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_7,"[('a', 'DT'), ('remarkable', 'JJ'), ('afterlife', 'NN')]"
The_Thing_7,"[('video', 'NN')]"
The_Thing_7,"[('DVD', 'NNP')]"
The_Thing_7,"[('television', 'NN')]"
The_Thing_7,"[('Carpenter', 'NNP')]"
The_Thing_7,"[('version', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('remake', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('Howard', 'NNP'), ('Hawks', 'NNP')]"
The_Thing_7,"[('version', 'NN')]"
The_Thing_7,"[('faithful', 'JJ'), ('adaptation', 'NN')]"
The_Thing_7,"[('John', 'NNP'), ('W.', 'NNP'), ('Campbell', 'NNP')]"
The_Thing_7,"[('short', 'JJ'), ('story', 'NN')]"
The_Thing_7,"[('Goes', 'NNP')]"
The_Thing_7,"[('today', 'NN')]"
The_Thing_7,"[('point', 'NN')]"
The_Thing_7,"[('Carpenter', 'NNP')]"
The_Thing_7,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_7,"[('this', 'DT'), ('one', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('brilliant', 'JJ'), ('sparring', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('entire', 'JJ'), ('cast', 'NN')]"
The_Thing_7,"[('Antarctica', 'NNP')]"
The_Thing_7,"[('a', 'DT'), ('sled', 'JJ'), ('husky', 'NN')]"
The_Thing_7,"[('running', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('pair', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('helicopter', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('scene', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('Apocalypse', 'NNP')]"
The_Thing_7,"[('doomsday', 'NN')]"
The_Thing_7,"[('This', 'DT'), ('scene', 'NN')]"
The_Thing_7,"[('film', 'JJ'), ('history', 'NN')]"
The_Thing_7,"[('Ennio', 'NNP'), ('Morricone', 'NNP')]"
The_Thing_7,"[('moody', 'NN')]"
The_Thing_7,"[('synth', 'NN')]"
The_Thing_7,"[('score', 'NN')]"
The_Thing_7,"[('bass', 'NN')]"
The_Thing_7,"[('Carpenter', 'NNP')]"
The_Thing_7,"[('style', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('windswept', 'NN')]"
The_Thing_7,"[('massive', 'JJ'), ('white', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('desolate', 'NN')]"
The_Thing_7,"[('polar', 'JJ'), ('ice', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('majestic', 'JJ'), ('husky', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('tundra', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('chopper', 'NN')]"
The_Thing_7,"[('piece', 'NN')]"
The_Thing_7,"[('scenery', 'NN')]"
The_Thing_7,"[('A', 'DT'), ('satisfying', 'JJ'), ('example', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('movie', 'NN')]"
The_Thing_7,"[('today', 'NN')]"
The_Thing_7,"[('simplicity', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('budget', 'NN')]"
The_Thing_7,"[('mill', 'NN')]"
The_Thing_7,"[('Carpenter', 'NNP')]"
The_Thing_7,"[('a', 'DT'), ('brooding', 'NN')]"
The_Thing_7,"[('darkness', 'NN')]"
The_Thing_7,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('icy', 'NN')]"
The_Thing_7,"[('Antarctic', 'NNP')]"
The_Thing_7,"[('claustrophobia', 'NN')]"
The_Thing_7,"[('seem', 'NN')]"
The_Thing_7,"[('Dean', 'NNP'), ('Cundey', 'NNP')]"
The_Thing_7,"[('extraordinary', 'JJ'), ('photography', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('palpable', 'JJ'), ('chill', 'NN')]"
The_Thing_7,"[('every', 'DT'), ('shot', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('careful', 'JJ'), ('preparation', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('crew', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('record', 'NN')]"
The_Thing_7,"[('11-month', 'JJ'), ('pre-production', 'NN')]"
The_Thing_7,"[('Horror', 'NNP')]"
The_Thing_7,"[('specialist', 'NN')]"
The_Thing_7,"[('Rob', 'NNP'), ('Bottin', 'NNP')]"
The_Thing_7,"[('the', 'DT'), ('many', 'JJ'), ('gory', 'NN')]"
The_Thing_7,"[('Be', 'NNP')]"
The_Thing_7,"[('a', 'DT'), ('lot', 'NN')]"
The_Thing_7,"[('splatter', 'NN')]"
The_Thing_7,"[('gore', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_7,"[('creature', 'NN')]"
The_Thing_7,"[('some', 'DT'), ('mere', 'JJ'), ('cult', 'NN')]"
The_Thing_7,"[('An', 'DT'), ('argument', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_7,"[('an', 'DT'), ('Alien', 'NNP')]"
The_Thing_7,"[('rip-off', 'NN')]"
The_Thing_7,"[('an', 'DT'), ('old', 'JJ'), ('sci-fi', 'JJ'), ('story', 'NN')]"
The_Thing_7,"[('tension', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('crowd', 'NN')]"
The_Thing_7,"[('an', 'DT'), ('isolated', 'JJ'), ('outpost', 'NN')]"
The_Thing_7,"[('an', 'DT'), ('Antarctic', 'JJ'), ('research', 'NN')]"
The_Thing_7,"[('facility', 'NN')]"
The_Thing_7,"[('an', 'DT'), ('alien', 'JJ'), ('life', 'NN')]"
The_Thing_7,"[('form', 'NN')]"
The_Thing_7,"[('Carpenter', 'NNP')]"
The_Thing_7,"[('Ridley', 'NNP'), ('Scott', 'NNP')]"
The_Thing_7,"[('masterpiece', 'NN')]"
The_Thing_7,"[('own', 'JJ'), ('alien', 'JJ'), ('movie', 'NN')]"
The_Thing_7,"[('own', 'JJ'), ('right', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('rhythm', 'NN')]"
The_Thing_7,"[('an', 'DT'), ('environment', 'NN')]"
The_Thing_7,"[('Scott', 'NNP')]"
The_Thing_7,"[('every', 'DT'), ('way', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('husky', 'NN')]"
The_Thing_7,"[('fact', 'NN')]"
The_Thing_7,"[('half-wolf', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('set', 'NN')]"
The_Thing_7,"[('Horror', 'NNP'), ('Takes', 'NNP'), ('Shape', 'NNP')]"
The_Thing_7,"[('DVD', 'NNP')]"
The_Thing_7,"[('version', 'NN')]"
The_Thing_7,"[('Watch', 'NN')]"
The_Thing_7,"[('awe', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('scene', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('hallway', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('human', 'JJ'), ('shadow', 'NN')]"
The_Thing_7,"[('head', 'NN')]"
The_Thing_7,"[('forward', 'NN')]"
The_Thing_7,"[('position', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('wild', 'JJ'), ('wolf', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('fine', 'NN')]"
The_Thing_7,"[('piece', 'NN')]"
The_Thing_7,"[('animal', 'JJ'), ('training', 'NN')]"
The_Thing_7,"[('the', 'DT'), ('point', 'NN')]"
The_Thing_7,"[('anything', 'NN')]"
The_Thing_7,"[('a', 'DT'), ('horror', 'NN')]"
The_Thing_7,"[('movie', 'NN')]"
The_Thing_7,"[('Carpenter', 'NNP')]"
The_Thing_7,"[('the', 'DT'), ('right', 'NN')]"
The_Thing_7,"[('perfection', 'NN')]"
The_Thing_7,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_7,"[('movie', 'NN')]"
The_Thing_7,"[('Halloween', 'NNP')]"
The_Thing_8,"[('Classic', 'NNP')]"
The_Thing_8,"[('timeless', 'NN')]"
The_Thing_8,"[('Great', 'NNP')]"
The_Thing_8,"[('cast', 'NN')]"
The_Thing_8,"[('character', 'NN')]"
The_Thing_8,"[('interaction', 'NN')]"
The_Thing_8,"[('the', 'DT'), ('whole', 'JJ'), ('gambit', 'NN')]"
The_Thing_8,"[('genre', 'NN')]"
The_Thing_8,"[('action', 'NN')]"
The_Thing_8,"[('horror', 'NN')]"
The_Thing_8,"[('thriller', 'NN')]"
The_Thing_8,"[('mystery', 'NN')]"
The_Thing_8,"[('a', 'DT'), ('few', 'JJ'), ('comedy', 'NN')]"
The_Thing_8,"[('place', 'NN')]"
The_Thing_8,"[('Antarctica', 'NNP')]"
The_Thing_8,"[('an', 'DT'), ('adventure', 'NN')]"
The_Thing_9,"[('the', 'DT'), ('clone', 'NN')]"
The_Thing_9,"[('horror', 'NN')]"
The_Thing_9,"[('the', 'DT'), ('inferior', 'JJ'), ('remakes', 'NN')]"
The_Thing_9,"[('anything', 'NN')]"
The_Thing_9,"[('time', 'NN')]"
The_Thing_9,"[('the', 'DT'), ('weewee', 'NN')]"
The_Thing_9,"[('THE', 'DT'), ('THING', 'NNP')]"
The_Thing_9,"[('an', 'DT'), ('ounce', 'NN')]"
The_Thing_9,"[('doubt', 'NN')]"
The_Thing_9,"[('mind', 'NN')]"
The_Thing_9,"[('the', 'DT'), ('goriest', 'NN')]"
The_Thing_9,"[('ickiest', 'NN')]"
The_Thing_9,"[('sci-fi', 'JJ'), ('horror', 'NN')]"
The_Thing_9,"[('classic', 'NN')]"
The_Thing_9,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_9,"[('any', 'DT'), ('other', 'JJ'), ('director', 'NN')]"
The_Thing_9,"[('sorry', 'NN')]"
The_Thing_9,"[('Mr.', 'NNP'), ('Spielberg', 'NNP')]"
The_Thing_9,"[('power', 'NN')]"
The_Thing_9,"[('OOOOOZES', 'NNP')]"
The_Thing_9,"[('slime', 'NN')]"
The_Thing_9,"[('blood', 'NN')]"
The_Thing_9,"[('God', 'NNP')]"
The_Thing_9,"[('the', 'DT'), ('sense', 'NN')]"
The_Thing_9,"[('dread', 'NN')]"
The_Thing_9,"[('isolation', 'NN')]"
The_Thing_9,"[('the', 'DT'), ('viewer', 'NN')]"
The_Thing_9,"[('Antarctica', 'NNP')]"
The_Thing_9,"[('this', 'DT'), ('howling', 'NN')]"
The_Thing_9,"[('white', 'NN')]"
The_Thing_9,"[('setting', 'NN')]"
The_Thing_9,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_9,"[('place', 'NN')]"
The_Thing_9,"[('day', 'NN')]"
The_Thing_9,"[('Husky', 'NNP')]"
The_Thing_9,"[('dog', 'NN')]"
The_Thing_9,"[('running', 'NN')]"
The_Thing_9,"[('dear', 'JJ'), ('life', 'NN')]"
The_Thing_9,"[('Norwegians', 'NNP')]"
The_Thing_9,"[('the', 'DT'), ('American', 'NNP')]"
The_Thing_9,"[('outpost', 'NN')]"
The_Thing_9,"[('a', 'DT'), ('mysterious', 'JJ'), ('creature', 'NN')]"
The_Thing_9,"[('any', 'DT'), ('creature', 'NN')]"
The_Thing_9,"[('slimy', 'JJ'), ('bloody', 'NN')]"
The_Thing_9,"[('progress', 'NN')]"
The_Thing_9,"[('Earth', 'NNP')]"
The_Thing_9,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_9,"[('Keith', 'NNP'), ('David', 'NNP')]"
The_Thing_9,"[('Wilford', 'NNP'), ('Brimley', 'NNP')]"
